Name,Title,Cost,EntryCost,Description,MOD,RO,RP-0,CATEGORY,INFO,TECHNOLOGY,YEAR,ERA,ORPHAN,RP0conf,SPACECRAFT,ENGINE CONFIG,UPGRADE,SAME,PLACEMENT NOTES,COST NOTES,DATE COSTED,ECM'S,IDENTICAL,Avion,DecA,DecB,EngLqdPF,EngLqdTurb,EngSolid,Haibt,Human,Instrum,Nuke,Reentry,Toxic,Decoup,Hydro,Balloon,SM,NonReentry,Unpress,Tank Type,Diameter,Length
RO-X-258,Altair II,200,4000,"A small solid kick motor. Developed from the Altair, this successor was used on Scout and Delta. Used to circularize at apogee or perform final payload kick. Maximum thrust 26.4kN, burn time 28 seconds. Diameter: [0.65 m]. Plume configured by RealPlume.",Stock (RO Config),Yes,Yes,SOLID,US SRM,solids1964,1964,04-ADV,,true,Altair II,Altair-II,,,,,,Altair-II,,,,,,,X,,,,,,,,,,,,,,,
RO-XLR99,XLR99 Spaceplane Engine,1130,44000,"LOX/Ammonia gas generator engine which powered the X-15 spaceplane. The first large, throttleable, restartable liquid fuel rocket engine. Diameter: [1.42 m]. Plume configured by RealPlume.",Stock (RO Config),Yes,Yes,ORBITAL,Engine,orbitalRocketry1959,1959,02-SAT,,true,X-15,XLR99,,,,,,XLR99,"NP_lfe_25m_Orbitalbertha_Mini,RO-XLR99",,,,,X,,,,,,,,,,,,,,,,
ROAerobeeSustainer,Aerobee,30,1,"Small sustainer for WAC Corporal, Aerobee sounding rockets. Pressure-fed. Used after a small solid booster. Diameter: [0.3 m]. Plume configured by RealPlume.",Stock (RO Config),Yes,Yes,ORBITAL,FS Engine,unlockParts,0,00-START,,true,,Aerobee,,,,,,WAC-Corporal,"ROAerobeeSustainer,taerobee_aerobee",,,,X,,,,,,,,,,,,,,,,,
ROAJ10-137,AJ10-137 (Service Propulsion System),700,24500,The Aerojet AJ10-137 rocket engine used on the Apollo Service Module as the Service Propulsion System. Diameter: [3.9 m]. Plume configured by RealPlume.,Stock (RO Config),Yes,Yes,ORBITAL,SM Engine,orbitalRocketry1967,1968,05-LUNAR,,true,Apollo,AJ10_137,,,,,,AJ10-137,"bluedog_Apollo_Block2_ServiceEngine,FASAApollo_SM_Engine,KW2mengineSPS,ROAJ10-137,SSTU-SC-ENG-AJ10-137,SSTU-SC-B-SM,AJ10_137",,,,X,,,,X,,,,x,,,,,,,,,
ROBabySergeant,Baby Sergeant (5.4KS1975),30,5000,"A small solid kick motor used on the Jupiter-C sounding rocket (and later the Juno I and II launch vehicles) as upper stages in clusters of 11, 3 and, finally, one attached to the payload. The standard version uses the T17-E2 grain mixture while the higher performance one uses the JPL-532A. Very low overall performance and reliability. Plume configured by RealPlume.",Ven Stock Revamp,Yes,Yes,SOLID,US SRM,solids1956,1956,02-SAT,,true,Baby Sergeant,BabySergeant,,,,,,JPL-532A,"FASAExplorerSgt,ROBabySergeant,FASAExplorerSgt11,FASAExplorerSgt3,rn_junoii_sgt_11,rn_junoii_sgt_3,rn_junoii_sgt",,,,,,X,,,,,,,,,,,,,,,
rocketNoseCone,Protective Rocket Nose Cone Mk7,10,1,A large nosecone for covering up exposed areas of big rockets. Enhanced to fit stock solid rocket motors too. Capable of some fuel carriage as well.,Stock (RO Config),Yes,Yes,MATERIALS,,unlockParts,0,00-START,,true,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
roverBody,Probodobodyne RoveMate,500,5000,"A sturdy housing for a robust probe and battery system - no assembly required! Though intended as the body for surface rovers, we've been told by our most day-dreaming of engineers that the possibilities are endless! While it has a Stability Assistance System, the RoveMate lacks reaction wheels so bring some along if you want to hold that attitude.",Stock (RO Config),Yes,Yes,AVIONICS,Probe,largeScaleAvionics,1970,05-LUNAR,,true,Lunokhod,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
roverWheel1,RoveMax Model M1,100,4000,"After years of outcry against the lack of proper powered wheels, a small startup company named Kerbal Motion was founded and delivered just what the public wanted - the RoveMax Model 1 powered rover wheel.",Stock (RO Config),Yes,Yes,EDL,Wheel,lunarRatedHeatshields,1967,05-LUNAR,,true,Gemini Lander,,,,,,,wheelsEarly,,,,,,,,,,,,,,,,,,,,,,
roverWheel2,RoveMax Model S2,50,2000,"Seeing an untapped market for a smaller design of rover wheel, Kerbal Motion quickly pounced upon this opportunity with the Model 2 - designed for robotic vehicles or smaller crewed vehicles.",Stock (RO Config),Yes,Yes,EDL,Wheel,lunarRatedHeatshields,1967,05-LUNAR,,true,Gemini Lander,,,,,,,wheelsEarly,,,,,,,,,,,,,,,,,,,,,,
roverWheel3,RoveMax Model XL3,250,10000,"The RoveMax Model 3 was developed in total secrecy by Kerbal Motion's R&D team over the course of a year and a half. When it was finally revealed to the company's chairman, he stared in shock, screamed 'WHY', and subsequently dropped dead on the spot.",Stock (RO Config),Yes,Yes,EDL,Wheel,largeRoverDesigns,2004,09-INTL,,true,Curiousity,,,,Curiousity,,,wheelsLate,,,,,,,,,,,,,,,,,,,,,,
rp0_proc_size_10m,Procedural Diameter Upgrade [16m],0,0,"Allows tank, thrust plate, fairing bases, and interstages up to 16m in diameter.",RP-0,Yes,Yes,MATERIALS,Procedural,materialsScienceSpaceStation,1972,06-STATION,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rp0_proc_size_3m,Procedural Diameter Upgrade [3m],0,0,"Allows tank, thrust plate, fairing bases, and interstages up to 3.05m in diameter.",RP-0,Yes,Yes,MATERIALS,Procedural,materialsScienceSatellite,1956,02-SAT,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rp0_proc_size_4m,Procedural Diameter Upgrade [6.6m],0,0,"Allows tank, thrust plate, fairing bases, and interstages up to 4.6m in diameter.",RP-0,Yes,Yes,MATERIALS,Procedural,materialsScienceHuman,1961,03-HUMAN,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rp0_proc_size_50m,Procedural Diameter Upgrade [50m],0,0,"Allows tank, thrust plate, fairing bases, and interstages up to 50m in diameter.",RP-0,Yes,Yes,MATERIALS,Procedural,materialsScienceSpaceplanes,1981,07-SPCPLANES,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rp0_proc_size_5m,Procedural Diameter Upgrade [7m],0,0,"Allows tank, thrust plate, fairing bases, and interstages up to 7m in diameter.",RP-0,Yes,Yes,MATERIALS,Procedural,materialsScienceAdvCapsules,1964,04-ADV,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rp0_proc_size_7m,Procedural Diameter Upgrade [10.1m],0,0,"Allows tank, thrust plate, fairing bases, and interstages up to 10.1m in diameter.",RP-0,Yes,Yes,MATERIALS,Procedural,materialsScienceLunar,1967,05-LUNAR,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP0Nose-Cockpit,mk1Cockpit (M),300,6000,Highly streamlined cockpit for experimental planes. Rated for Mach 3 flight.,Realism Overhaul,Yes,Yes,FLIGHT,Cockpit,supersonicDev,PW,01-PW,,true,X-1,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
RP0probeAvionics0-81m,Able Avionics Package [0.813m],100,4000,"An early avionics module capable of maintaining a pitch and roll program, used by small upper stages. Control lasts approximately a half hour. Allows full control over the vessel, up to the tonnage limit (cumulative).",Stock (RO Config),Yes,Yes,AVIONICS,Upper,avionicsPrototypes,1954,01-PW,,true,Able,,,,,,,"500, avionicsUpperPW",,X,,,,,,,,,,,,,,,,,,,,
RP0probeAvionics1-4m,Delta Avionics Package [1.45m],175,3500,"A mid-period avionics module capable of maintaining a pitch and roll program, used by small upper stages. Control lasts approximately a half hour. Allows full control over the vessel, up to the tonnage limit (cumulative).",Stock (RO Config),Yes,Yes,AVIONICS,Upper,basicAvionics,1960,02-SAT,,true,Delta (Early),,,,,,,"500, avionicsUpperBasic",,X,,,,,,,,,,,,,,,,,,,,
RP0probeAvionics1-5m,Agena Avionics Package,800,16000,"An early but advanced avionics module for upper stages. Carries an 11.8 kWh battery, providing control for just over 47 hr, and an omnidirectional antenna with an effective range of 1,500 km to ground stations. Capable of maintaining a pitch and roll program. Allows full control over the vessel, up to the tonnage limit (cumulative).",Stock (RO Config),Yes,Yes,AVIONICS,Upper,basicAvionics,1959,02-SAT,,true,Agena,,,,,,,"2000, avionicsUpperBasic, avionicsHibernation","RP0probeAvionics1-5m,bluedog_agenaProbeCore",X,,,,,,,,,,,,,,,,,,,,
RP0probeAvionics3-05m,Centaur Avionics Package [3.05m],1100,30000,An avionics module for large upper stages. Rated control lasts approximately two hours.,Stock (RO Config),Yes,Yes,AVIONICS,Upper,improvedAvionics,1963,03-HUMAN,,true,Centaur D,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
RP0probeAvionics66m,Saturn IB/V Instrument Unit,2000,40000,"This avionics unit was designed by IBM for the Saturn IB and V launch vehicles. Allows full control over the vessel, up to the tonnage limit (cumulative).",Stock (RO Config),Yes,Yes,AVIONICS,Avionics,matureAvionics,1966,04-ADV,,true,Saturn IB,,,,,,,,"RSBtankSaturnSIE,RP0probeAvionics66m,FASAApolloIU",X,,,,,,,,,,,,,,,,,,,,
RP0probeSounding0-3m,Sounding Rocket Telemetry Unit,1,1,"A simple RF receiver and time-delay circuit for sounding rockets. Allows staging and for information to be reported, but no yaw/pitch/roll control.",Stock (RO Config),Yes,Yes,AVIONICS,Avionics,unlockParts,0,00-START,,true,,,,,,,,1,,X,,,,,,,,,,,,,,,,,,,,
RP0probeVanguardXray,20in X-Ray Detector,160,3200,A small (0.5m) satellite designed to study the variation in solar X-ray radiation.,SXT,Yes,Yes,AVIONICS,Probe,earlyAvionics,1956,02-SAT,,true,Vanguard 2,,,,,,,"1000, avioincsProbesEarly",,X,,,,,,,,X,,,,,,,,,,,,
RP0sensorGeiger,Geiger-Muller Tube,40,800,A Geiger-Muller tube for detecting radiation.,Stock (RO Config),Yes,Yes,SCIENCE,Geiger,postWarAvionics,1950,01-PW,Yes,true,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
RP0sensorMicrometeorite,Micrometeorite Detector (Early),40,800,A set of microphones and breakable wiring to detect micrometeorite impacts.,Stock (RO Config),Yes,Yes,SCIENCE,Micrometeorite,postWarAvionics,1950,01-PW,Yes,true,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
rpwsAnt,RPWS Antenna,500,10000,The Radio and Plasma Wave Science instrument measures electrostatic and electromagnetic fields generated by the interaction of planetary magnetospheres and the interplanetary plasma medium. Deploy and use while in low to high orbit. Not for use during atmospheric flight or surface deployment.,Dmagic Orbital Science,Yes,Yes,SCIENCE,RPWS,scienceHuman,1961,03-HUMAN,Yes,true,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
RS-25,RS-25,0,0,,Engine_Config,Yes,,HYDROLOX,,hydrolox1981,1981,07-SPCPLANES,,,Shuttle,SSME,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS-25A,RS-25A,0,0,,Engine_Config,Yes,,HYDROLOX,,hydrolox1986,1988,08-LONGTERM,,,Shuttle,SSME,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS-25C,RS-25C,0,0,,Engine_Config,Yes,,HYDROLOX,,hydrolox1992,1997,08-LONGTERM,,,Shuttle,SSME,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS-25D-E,RS-25D-E,0,0,,Engine_Config,Yes,,HYDROLOX,,hydrolox1998,2001,09-INTL,,,"Shuttle, SLS",SSME,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS-27,RS-27,1,"1000, RS27-System",,Engine_Config,Yes,,ORBITAL,,orbitalRocketry1972,1974,06-STATION,,,Delta,H1,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS-27A,RS-27A,50,"6000, RS-27",,Engine_Config,Yes,,ORBITAL,,orbitalRocketry1986,1989,08-LONGTERM,,,Delta II,H1,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS-56-OBA,RS-56-OBA,8,"5000, H1-TP, LR89-NA-7.2",Upgraded using H-1/RS-27 components.,Engine_Config,Yes,,ORBITAL,,orbitalRocketry1986,1990,08-LONGTERM,,,,LR89,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS-56-OSA,RS-56-OSA,10,"6000, H1-TP, LR105-NA-7.2",Upgraded using H-1/RS-27 components.,Engine_Config,Yes,,ORBITAL,,orbitalRocketry1986,1990,08-LONGTERM,,,,LR105,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS-68,RS-68,0,0,,Engine_Config,Yes,,HYDROLOX,,hydrolox1998,2002,09-INTL,,,Delta IV,RS68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS-68A,RS-68A,500,0,,Engine_Config,Yes,,HYDROLOX,,hydrolox1998,2002,09-INTL,,,Delta IV,RS68,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS-88,RS-88,0,0,,Engine_Config,Yes,,COMMAND,,modernCapsules,2018,10-COMM,,,CST-100 Starliner,RS88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS88,CST-100 Launch Abort Engines (LAE),200,1600,"The launch abort system of the CST-100 ""Starliner"" spacecraft. Uses four RS-88 engines (hypergolic variant). Plume configured by RealPlume.",CST-100 Starliner,Yes,No,COMMAND,LES,modernCapsules,2018,10-COMM,,false,CST-100 Starliner,RS88,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,
RSB_Athena_OAM_Interstage,Athena OAM Interstage Adapter,750,3500,The interstage adapter for the Orbital Adjustment Module of the Athena launch vehicle family.,Real Scale Boosters,Yes,No,MATERIALS,Interstage,materialsScienceLongTerm,1995,08-LONGTERM,,false,Athena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSB_PLF_ArianeV5m,Ariane 5 ECA PLF,1000,1000,The 5.4 meter graphite epoxy composite payload fairing for the Ariane 5 launch vehicle family.,Real Scale Boosters,Yes,No,MATERIALS,Fairing,materialsScienceInternational,2002,09-INTL,,false,Ariane 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSB_PLF_Athena92,Athena Model 92 Payload Fairing,700,1000,The Model 92 payload fairing for the Athena launch vehicle family.,Real Scale Boosters,Yes,No,MATERIALS,Fairing,materialsScienceLongTerm,1995,08-LONGTERM,,false,Athena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSB_PLF_AtlasV400_1,Atlas V 400 Series LPF (12m),1000,1000,The Large Payload Fairing (LPF) for the Atlas V 400 series.,Real Scale Boosters,Yes,No,MATERIALS,Fairing,materialsScienceInternational,2002,09-INTL,,false,Atlas V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSB_PLF_AtlasV400_2,Atlas V 400 Series EPF (12.9m),1000,1000,The Extended Payload Fairing (EPF) for the Atlas V 400 series.,Real Scale Boosters,Yes,No,MATERIALS,Fairing,materialsScienceInternational,2002,09-INTL,,false,Atlas V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSB_PLF_AtlasV400_3,Atlas V 400 Series XEPF (13.8m),1000,1000,The Extra Extended Payload Fairing (XEPF) for the Atlas V 400 series.,Real Scale Boosters,Yes,No,MATERIALS,Fairing,materialsScienceInternational,2002,09-INTL,,false,Atlas V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSB_PLF_AtlasV500_1,Atlas V 500 Series SPLF (20.7m),1000,1000,The Short Payload Fairing (SPLF) for the Atlas V 500 series.,Real Scale Boosters,Yes,No,MATERIALS,Fairing,materialsScienceInternational,2002,09-INTL,,false,Atlas V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSB_PLF_AtlasV500_2,Atlas V 500 Series MPLF (23.4m),1000,1000,The Medium Payload Fairing (MPLF) for the Atlas V 500 series.,Real Scale Boosters,Yes,No,MATERIALS,Fairing,materialsScienceInternational,2002,09-INTL,,false,Atlas V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSB_PLF_AtlasV500_3,Atlas V 500 Series LPLF (26.5m),1000,1000,The Large Payload Fairing (LPLF) for the Atlas V 500 series.,Real Scale Boosters,Yes,No,MATERIALS,Fairing,materialsScienceInternational,2002,09-INTL,,false,Atlas V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSB_PLF_AtlasV500_CFLR,Centaur Forward Load Reactor,1000,1000,A physical buffer to reduce shock transfer and stabilize the Centaur upper stage inside an Atlas V 500-series fairing.,Real Scale Boosters,Yes,No,MATERIALS,Other,materialsScienceInternational,2002,09-INTL,,false,Atlas V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSB_PLF_CarrackL,Carrack LPLF,1000,1000,A large payload fairing for the Carrack launch vehicle family.,Real Scale Boosters,Yes,No,MATERIALS,Fairing,materialsScienceLongTerm,1989,08-LONGTERM,,false,Carrack (ETS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSB_PLF_CarrackM,Carrack MPLF,1000,1000,A medium payload fairing for the Carrack launch vehicle family. Can be attached to either the Carrack-Agena interstage or on the top of a Castor 120 SRM.,Real Scale Boosters,Yes,No,MATERIALS,Fairing,materialsScienceLongTerm,1989,08-LONGTERM,,false,Carrack (ETS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSB_PLF_Delta2L,Delta II Stretched Payload Fairing,1000,1000,The extended version of the 3 meter composite payload fairing.,Real Scale Boosters,Yes,No,MATERIALS,Fairing,materialsScienceLongTerm,1989,08-LONGTERM,,false,Delta II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSB_PLF_Delta3,Delta III 9.3m PLF,1000,1000,The short version of the standard 4 meter graphite epoxy composite payload fairing for the Delta III.,Real Scale Boosters,Yes,No,MATERIALS,Fairing,materialsScienceInternational,1998,09-INTL,,false,Delta III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSB_PLF_Delta3L,Delta III 10.8m PLF,1200,1200,A 4 meter graphite epoxy composite payload fairing for the Delta III.,Real Scale Boosters,Yes,No,MATERIALS,Fairing,materialsScienceInternational,1998,09-INTL,,false,Delta III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSB_PLF_DeltaIV4m1,Delta IV Medium 4+ 11.75m PLF,1000,1000,A standard 4 meter graphite epoxy composite payload fairing for the Delta IV Medium 4+ configurations.,Real Scale Boosters,Yes,No,MATERIALS,Fairing,materialsScienceInternational,2002,09-INTL,,false,Delta IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSB_PLF_DeltaIV5m1,Delta IV Medium 5+ 14.3m PLF,1000,1000,The short version of the 5 meter graphite epoxy composite payload fairing for the Delta IV Medium 5+ configurations.,Real Scale Boosters,Yes,No,MATERIALS,Fairing,materialsScienceInternational,2002,09-INTL,,false,Delta IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSB_PLF_DeltaIV5m2,Delta IV Medium 5+ 19.1m PLF,1000,1000,The long version of the 5 meter graphite epoxy composite payload fairing for the Delta IV Medium 5+ configurations.,Real Scale Boosters,Yes,No,MATERIALS,Fairing,materialsScienceInternational,2002,09-INTL,,false,Delta IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSB_PLF_DeltaIV5m3,Delta IV Heavy 19.8m PLF,1000,1000,The baseline aluminum payload fairing for the Delta IV Heavy configuration.,Real Scale Boosters,Yes,No,MATERIALS,Fairing,materialsScienceInternational,2002,09-INTL,,false,Delta IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSB_PLF_PSLV,PSLV Payload Fairing,1000,1000,The payload fairing for the Polar Satellite Launch Vehicle (PSLV).,Real Scale Boosters,Yes,No,MATERIALS,Fairing,materialsScienceLongTerm,1993,08-LONGTERM,,false,PSLV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSB_PSLV_PS4_Interstage,PSLV PS4 Interstage Adapter,750,3500,The interstage adapter for the fourth stage of the Polar Satellite Launch Vehicle (PSLV).,Real Scale Boosters,Yes,No,MATERIALS,Interstage,materialsScienceLongTerm,1993,08-LONGTERM,,false,PSLV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSB_PSLV_RCS,PSLV RCS Block,750,3400,"Attitude and roll control RCS thruster block, for the PSLV fourth stage.",Real Scale Boosters,Yes,No,RCS,RCS,standardDockingPorts,1993,08-LONGTERM,,false,PSLV,,,,,,,"1000, rcsMult",,,,,,,,,,,,,,,,,,,,,,
RSBadapterArianeV5m,Ariane 5 ECA Payload Adapter,7500,10500,A 5 meter generic payload adapter for the Ariane 5 launch vehicle family. Note: it does not include a decoupler!,Real Scale Boosters,Yes,No,MATERIALS,Payload,materialsScienceInternational,2002,09-INTL,,false,Ariane 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSBadapterDeltaIV5m3m,Delta IV Payload Adapter,1200,3500,A 5 meter generic structural payload adapter for the Delta IV Medium 5+ and Heavy configurations. Note: it does not include a decoupler!,Real Scale Boosters,Yes,No,MATERIALS,Payload,materialsScienceInternational,2002,09-INTL,,false,Delta IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSBadapterDirect3Engines,DIRECT Jupiter Engine Mount,7500,10500,"Engine adapter for the DIRECT v3.0 External Tank. Typically used with three or four engines, either RS-68 or RS-25.",Real Scale Boosters,Yes,No,MATERIALS,Adapter,materialsScienceNF,2020,11-NF,,false,DIRECT Jupiter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
